gene	CZJE_PBMC	G4YW_CD8_TE	G4YW_MAIT	G4YW_VD2+	G4YW_VD2-	G4YW_TFH	G4YW_Treg	G4YW_Th1	G4YW_Th1/Th17	G4YW_Th17	G4YW_Th2	G4YW_CD4_naive	G4YW_Progenitor	G4YW_B_naive	G4YW_B_NSM	G4YW_B_Ex	G4YW_B_SM	G4YW_Plasmablasts	G4YW_C_mono	G4YW_I_mono	G4YW_NC_mono	G4YW_NK	G4YW_pDC	G4YW_mDC	G4YW_Neutrophils	G4YW_Basophils	DZQV_PBMC	925L_PBMC	9JD4_PBMC	G4YW_PBMC	4DUY_PBMC	36TS_PBMC	CR3L_PBMC
GTF2H2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4499	0	0	0	0	0	0	0	0	0
FRA10AC1	12.8358	0	4.68512	0	21.0229	0	8.51416	22.8497	0	5.05788	0	0	8.89894	0	0	0	0	4.46645	0	0	9.89887	0	0	0	0	20.3619	3.28095	3.73391	3.27699	0	0	0	4.79786
LOC101929431	0.164818	0.610113	0	0	0	0.30361	0.490175	0	0.256364	0.314785	0	0	1.34235	0.243857	0.263845	0	0.516085	0	0	0	0	0.897298	0.22759	0	0.283188	0.759908	0.175965	1.15919	0.509343	0	0	0.594014	0.285897
ERGIC2	0	0	0	0	0	0.0797839	0	0	0	0.139817	0	0	0	0.0616495	0	0	0	0	0	0.0615332	0	0.22641	0.0576639	0.0604569	0	0.0947781	0	0	0.0923612	0	0	0	0.136659
ZNF667-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPLP0P2	0.22445	0.123237	0	0	0	0	0	0	0.111383	0	0	0.150093	0.635428	0	0	0	0	0	0.102082	0.112497	0	0.09587	0	0.10248	0	0.321132	0	0.0888229	0	0	0	0	0
LHX5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85163	0	0	0	0	0	0	4.19097	5.64553	0	0	0	5.48411	0	0	8.10173
COPS2	5.519235	4.686381	5.607638	12.252796	17.980189	6.89351	7.22957	3.347559	2.473271	3.122554	3.612752	12.29222	56.16988	7.294359	7.861167	2.985234	6.081545	1.8462931	6.796811	7.785169	6.324416	20.83748	10.479772	8.98928	3.650383	11.41281	11.875243	9.604692	7.38077	6.189366	9.958836	4.70132	7.02663
WNT6	57.01896	0.14638	1.08257	1.427349	1.105002833	3.139198	0.679594	2.71920487	4.146159	3.994775	3.646402	2.026313	21.424115	3.435675011	7.258854	3.504403	2.59003	0.751688	99.362	40.10074	25.38239	1.06882	2.897545613	79.66825	66.6225	160.69362	51.63085	36.69889	21.01507	25.4111	22.76977001	65.20729	48.05960002
RNU12	0	0	0	0	0	0	0	0	0	0	0	0	0.589676	0	0	0	0	0	1.99055	0	0	0	0	0.142873	1.6338	4.25364	0.887289	0.49475	0	0	0	1.02812	0.647381
SNORD12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225675	0
PDE4C	10.66624	0.724526	0.501447	0.288493	0.443879	0.566934	0.497156	0.510898	0.447258	0.753567	0.220814	0.502631	36.653739	0.357724626	1.0529229	0.422019	0.44679	0.115302	0.397739	0.716366	0.387919	0.335374	2.244624	0.199933	0.564163	482.30837	6.58468394	7.565449	5.702872212	0.656263	2.892732	5.866404	8.87132
CCDC22	0	0	0	0	0.720318	0	0	0	0	0	0	0	2.50662	0	0	0	0	0	0.292734	0	0.0807048	0	6.44471	0	0	2.7606	0.114694	0.127379	1.12156	0	0	0	0
FAM13C	0	0	0	0	0.0566666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0504146	0	0	0.8439201	0	0	0.359623	0.1407997	0	0.0351793	0	0	0	0
ADAMTS2	0	0	0	0	0	0	0	0	0	0.387437	0	0	0.909396	0	0	0	0	0	0	0	1.3489	0	0	0	0	9.559535	0	0	0	0	0	0	0
LINC01141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79101	0	0	0	0	0	0	0
DNM1P41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.926231	0	0	0	0	0	0.472558	0
CLIC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5043	0
MAMDC4	0.647198	0	0	0	0	0	0	0	0	0	0	0	4.12786	0	0	0	0	0	0	0	0	0	0	0	0	26.9378	0	0	0	0	0.158016	0.710861	0
SYNGR2	0.515212	1.63284	1.38204	1.02314	0.380439	1.32532	1.55572	2.65357	0.711704	1.03752	2.70781	0.730867	1.70715	0.853698	0	3.40813	0.987567	0.118918	1.20155	0.929905	1.61456	2.2783	0.314749	1.63946	8.90011	3.71214	0.913496	1.50077	1.93453	0.572881	0.342044	0.48301	1.50423
LINC00945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.447133	0	0	0	0	0	0	0
ZC3H12D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB5A	0	0	0	0	0	0	0	0	0	0	0	0.243934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWAR5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385361	0	0	0	0	0
GAS8	0	0	0	0	0	0	0	0	0	0	0	0.334625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.680097	0	0	0	0	0	0	0
TXN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.453398	0	0	0	0	0	0	0
C9orf78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232556	0	0	0	0	0	0	0
RAD1	0	0	0	0	0	0	0	0	0	0	0	0	0.152451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCLAT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.466021	0	0
DNAJC16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLIN2	5.91392	0.837936	0.837246	0.711851	0.825304	1.3246	0.934554	0.685605	0.520354	0.750774	0.92467	0.356873	16.1447	4.55658	2.42663	2.75155	2.26759	0.75766	0.82965	1.25215	1.18198	1.33037	0.602859	1.12939	1.03552	5.22803	9.75264	13.2296	19.1641	8.27271	13.4252	12.037	10.1596
ACTG1P4	1.26388	0	0	0	0	0	0	0	0	0	0	0	10.1501	0.14734	0.79424	0.250057	0	0	0	0	0.795336	0.270374	0	0	0	1.13349	5.38985	0.876608	1.76395	1.13194	0.771242	4.16408	1.47501
SLC30A5	0	0	0	0	0	0	0	0	0	0	0	0	0.869983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111176	0	0	0	0
MRPL52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH2D5	0.370733	0.101635	0	0	0	0.558324	0.0838586	0.176968	0.183759	0	0	0.866436	2.62259	0.431008	0.18559	0	0.0939741	0	0	0	0	0	0	0	0	1.19198	0.131927	0.952992	0.0645447	0.265223	0	0.13543	0.191314
GFI1	0.491751	0	0	0	0	0.299774	0	0.472967	0	0	0	2.65545	4.18953	0	0.248472	0	0	0	0	0	0	0	0	0	0	1.06373	0	2.93124	0	0	0.241667	0	0
PLIN5	0	0	0	0	0	0	0	0	0	0	0	0	0.684094	0	0	0	0.162256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31C1	0	0	0	0	0	0	0	0	0	0	0	0	0.23123	0.798428	0	0.387068	0	0	0	0	0	0	0	0	0	0	0	0.387902	0	0	0	0	0.506825
TNPO2	0	0	0	0	0	0	0	0	0	0	0	0	0.312447	0.308456	0	0	0	0	0	0.498632	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP2C2	0.850844	1.58205	0	0	0	0.386494	0.105161	0	0.158786	0.676066	0	0.642327	3.55064	0.467665	0	0.631297	0.649943	0	0	0	0	0	0	0	0	1.83155	0.272171	0.126464	0	0.114308	0.623125	0.233618	3.03036
ABCG2	0	0	0	0	0	0	3.95447	0	0	0	0	0	33.433	0	0	0	0	0	0	0	0	0	0	0	0	12.5683	0	3.5054	0	0	0	6.31681	0
ZFAND1	0	0	0	0	0	1.1562	0.00319078	0	0	0	0	0	1.15258	0	0.0254528	0	0	0	0	0	0	0	0	0	0	1.74639	0	0	0	0	0	0	0
FRS2	0	0	0	0	0	0	0.0182953	0	0.475686	0	0	0	0.875006	0.311317	0	0	0	0	0	0	0	0.681641	0	0	0	0.281172	0	0.252572	0	0	0	0	0
NCK1	0	0	0	0	4.70045	0	0	0	0	4.43675	14.7092	0	4.77808	0	0	0	4.71462	0	0	0	0	0	0	0	0	17.7752	0	0	0	11.4908	0	0	0
LINC01391	0	0	0	0	0	0	0.72399	0.915646	0.158562	0	0.74594	0.641417	2.40839	2.49053	0	0	0	0	0	0	0	0	0	0	0	0.457241	0.407574	0	0	0	0	0	1.81811
CHD5	0	0	0	0	0	0	0	0	0	0	0	0	11.775	7.48122	4.1006	0	0	0	0	0	0	0	0	0	0	11.8501	0	0	0	5.74538	0	0	0
ANKRD33B	0	0	0	0	0	0.385946	0.0182953	0	0	0	0	0	0.815702	0	0.134706	0	0	0	0	0	0	0	0	0	0	0.942041	0	0	0	0	0	0	1.60186
CCDC42	0	0	0	0	0	0	0	0	0	0	0	0	0.234463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.677024	0
ALKBH1	1.13804	0	0	0	0	0	0	0	0	0	0	1.13859	3.5116	0.937573	0	0	1.80766	0	0	0	0	0.463401	0.337322	0	0	1.2185	0	0.245361	0.702131	0	0	0	0.559926
C11orf16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBXN2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUCB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM87A	0	0	0	0	0	0	0	0	0	0	0	0	0.816934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM175A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCK4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC52A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAI3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707107	0	0.00173307	0.00113573	0	0	0	0	0	0	0	0	0	0.00304303	0	0	0	0.00167799	0	0.314532
APBA3	0	0	0	0	0	0.188182	0.282414	0	0	0.822986	0	0	0	1.15932	2.65576	0.553367	0.553803	0	0	0	0	0	0	0	0	0	0	0.307947	0.542164	0.668004	0.0758448	0	0.161175
PAPOLG	0.204409	0	0	0	0	0	0	0	0	0	0	0	0	0.668732	0.924586	1.95846	0.156084	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148387	0	0
PNP	0	0	0	0	0	0	0	0	0	0	0	0	0	0.440175	0.158183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.338169	0	0	0
SNORD71	0	0	0	0	0	0	0	0	0	0	0	0	0	3.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0.790112	0	0	0	0	0
ADRBK2	0.522269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXM1	1.140861	0	0	0	0	0	0	0	0	0	0	0	0	3.087322	0.783265	1.46181	1.108086	0	0	0	0	0	0	0	0	0	0	0.617587	0	0	0.455117	0	0
DNM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.941286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAPLN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.440175	0.158183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.338169	0	0	0
DENND2D	0	0	0	0	0	0	0.282414	0	0	0	0	0	0	1.15932	0	0.553367	0.553803	0	0	0	0	0	0	0	0	0	0	0.307947	0	0	0.0758448	0	0.161175
SPATA3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.649024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.330566
SFTA1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95506	3.83369	0	0	0	0	0	0	0	0	0	0	3.05732	0	0	0	0	3.93971
COX7A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.922564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SORBS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.500616	0	0.212373	0	0	0	0	0	0	0	0	0	0	0	0.212793	0	0	0	0	0
UNK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.765287	0.359718	0.618978	0	0	0	0	0	0	0	0	0	0.321696	0	0	0	0.146923	0	0
IMPA1	0	0.515684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.618438	0	0	0	0	0
DUOX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITIH3	0	2.89495	3.70763	3.04573	2.35826	0.955853	0.954938	3.01507	0.522608	2.22573	1.84722	0.705536	3.21342	3.635405	1.84829	1.007477	1.60548	0.51392	1.67146	0.791272	0.793057	2.24159	1.60215	1.44234	0.549556	4.14461	0.527812	1.24539	1.57913	0.749472	1.54113	0.191691	1.63681
HLA-G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf56	0.248167	0.249742	0.113502	0	0.252861	0	0.102285	0	0.337644	0.131162	0.528061	0.320647	0.322033	0	0.113547	0.178296	0.229243	0	0	0.113731	0	0.194487	0.0983261	0.103093	3.489995	0	0.2492994	0	0	0.0888354	0	0	0
ERVH48-1	1.33784	0	0	0	0	0	0	0	0	0	0	2.4623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59298	0	0	0	0	0
TTC25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51499	0	0.0419465	0	0	0	0.456167	0.171933	0
RHOV	2.233646	2.547978	2.277105	1.222577	2.157518	2.542066	3.278174	2.50333	2.812049	3.113212	2.287979	2.887014	2.519318	1.231032	1.62004	2.084653	0.98621	0.699698	3.13245	2.334335	2.865684	4.401268	3.5995693	3.810715	10.63567	13.47818	2.81979	3.077164	4.087934	4.636564	4.383956	3.145709	1.898093
GFAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA1210	22.670574	13.597224	18.5813	23.297064	26.13201	22.866852	23.163759	13.244485	5.08357	15.343949	22.33568	22.05849	45.68409	42.505454	35.134196	40.531434	10.267914	5.054195	36.594849	37.42342	39.230044	41.49074	59.538933	67.10512	13.646139	27.55436	32.855549	32.552242	27.09113	28.12646	33.570333	31.308293	26.23213
CCDC85B	30.046609	64.06210395	67.64674	66.051644	47.6891	55.695527	52.97732601	55.712295	50.12171321	62.30799765	64.5870052	83.12328004	71.95390465	63.872782	81.210689	61.254765	47.52133525	14.4480019	28.73496	27.64243224	36.860778	94.609908	54.022158	46.064757	38.77633	39.33803699	37.631585	49.8243788	35.884272	44.4425801	46.910151	29.77149401	39.3112683
LINC00864	0	0	0	0	0.540212	1.75812	0.875634	1.37949	1.4367	0	0	0.648579	0	0	0	0	0	0	0	0	0	1.22789	0	3.08604	0	0	0	0	0	0.341144	0	0.349476	0
OPA1	6.01737	23.70447	15.13417	15.84782	13.64767	11.6908	9.36156	15.46531	19.35989	20.972034	16.489	12.92855	26.62789	24.15038	27.09235	17.01998	22.26351	4.16105	13.27954	12.89866	15.23946	22.57429	10.10416	21.68166	3.478486	18.59826	6.8389	17.60181	18.67448	13.52227	14.8556	7.37802	13.14868
NOL8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEBPE	0	2.21E-08	0	0	2.46847	7.26893	0	0	0	0	0	0	0	0	0	0	0	0.447297	2.36512	0	0	0	0	0	0	0	0.737211	0	0	0	0	0	0.521021
NEMP2	0.91472	0	0.0366655	0.173053	0.0831816	0.179002	1.109079	1.08309	0.0715161	0.444723	1.716424	0.187945	0.120442	0.0632195	0.0522958	0.000345441	0.144399	0.0499917	0	0.0438509	0.098088	0.5261	0.117489	0	0.0528467	0.135151	0.0548209	0.402749	0.111755	0.295487	0.171141	0.21159	0.143671
UMODL1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.426239	0	0	0	0	0	0.0197505	0.0695694	0	0.0483246	0.0364917	0
TMEM132A	20.9678393	32.564834	15.434617	23.45533332	16.419951	33.4612335	23.3604735	29.59080304	22.66683602	29.0548627	27.52529	27.56196801	29.437123	18.1076119	21.939504	19.243341	27.13931127	4.1632718	6.336567	10.445022	12.8298951	31.715351	16.697837	17.827143	1.003872	15.426933	17.992027	12.475855	24.28099	14.203113	27.6979792	12.16991024	21.939768
GALP	168.34298	209.533922	208.15751	145.03878	168.06955	154.846743	167.49573	157.043464	208.21205	190.82352	159.960266	200.877284	180.97514	137.07089	149.48995	133.74905	144.527776	47.15613	98.559113	93.714923	100.446306	210.234157	121.700461	109.683358	4.833718	65.523368	100.012837	130.209783	125.82515	132.04463	136.39564	120.43359	154.98745
DDX39A	0.869202	0.9090931	0.294622	0.931212	0.4897504	3.631253	0.792971	0	2.022987	1.411851	0.59807	2.231438	0.296077	0	1.096352	3.195825	1.42778	0.2469322	0	0.876422	0	1.173715	0.548789	0.772688	0	0	0.706497	0.541435	4.550757	1.888594	1.733145	0	0.302857
PIAS4	0.597406	1.041334	0.92177	2.5662	2.16905	2.058582	0.91806	1.511095	0	0.773594	0	4.426451	1.45528	0.561188	0.244766	1.73085	6.01138	0.740294	1.5768	1.009668	1.588625	3.90089	1.876645	0.445589	1.012708	2.62023	1.166871	1.17986	1.596239	0.900089	1.547754	1.05247	3.89103
RANBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.503285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SF3B6	0.603572	1.61918	0	0	0	0	0	0	0	0	0.430172	0	0	0	0.366994	0	0	0	0	0	0	0.624328	0	0	0	0	0.13029	0	0	0	0	0	0
MINOS1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COX5A	0	0	6.03938	0.627187	0.688362	0	0	0	0.610064	0	0	0	0	0	0	0	0	0	0	0	0	2.09147	0	0	0	0	0	0	0	0	0	0	0
CDRT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST7-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGIX	0	0	0	0	0	0	0	0	0	0	0	0	2.20243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSG1L	22.22833001	16.09731012	27.10977	19.72455	16.98350359	17.08519	26.708563	26.88430693	23.306014	29.05343	27.57368	23.96357	26.091718	22.4641772	25.320692	20.99277	26.76939	6.480152	12.102701	19.548576	17.444388	20.03768	21.16931437	14.35287	0.869792	3.596983	19.86163	14.876148	14.64762	20.161231	26.78081	13.484521	12.68505
SEC22B	0.321426	2.37424	1.00194	0.617431	1.52149	1.94072	1.5499	2.25645	1.69751	0.480129	1.90755	1.88169	0.835029	0.481705	1.26788	0.953001	0.416917	0.559848	1.25402	0.469721	0.966725	0.912413	1.34627	0.20646	0.845222	2.12587	0.215995	1.04454	0.582074	0.743369	1.659076	0.757965	0.831508
HIST1H1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.354454	0	0	0	0	0	0	0	0	0	0	0	0
MCHR1	0.218354	0	0	0	0	0	0.311962	0.324153	0	0	0	0	0.315663	0	0	0.521783	0	0	0	0	0.332813	0.281814	0	0	0	0.545522	0	0.284176	0	0	1.00029	0.247553	0
HGH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTNG2	0	0	0	0	0	0	0.295479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLRP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC38A9	0	0	0	0	0	0	0	0	0	0	0	0	0.692604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM22P	0	0	0.0882925	0	0	0.105933	0	0	0	0	0.4320538	0	0	0	0.176078	0	0	0	0.0799323	0.0880519	0	0.150146	0	0	0	0.125654	0	0.290114	0.0612458	0	0	0.0642541	0.63524
RBM46	0	0	0	0.837665	0	0	0	0	1.71667	0	0	0	0	0	0	1.25415	2.39334	0.37746	0	0	0	0	0	0	1.32962	0	0	1.077932	0	0.576495	0	0	0
GRK4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WNT3A	0	0	0	0	0	0	0	0	0	0	0.42791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLD4	0	0.5362397	0	0.921635	0.465065	1.8664294	0.261103	0.0683368	0.372702	0	0.109446	1.496149	0	6.850449	0	0.169761	0	0	0.0653531	0	0	0.0611237	0.268272	0	1.015559	0	0.9561669	0.326336	0.3609575	0.21976	2.0154505	0.673311	0.147404
PITX3	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.378277	0	0	0	0
ZNF555	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34172	0	0	0	0	0	0	0	0	0	0	0	0	0	0.290114	0	0	0.360649	0	0
PCDHB7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK3	0.0593699	0.0731169	0.0665654	0	0.0497201	0.591309	1.574849	0.1284	1.8692701	2.044593	0.3230319	0.0596115	0.0627235	0.227093	0.0665762	0.0176626	0.0224472	0	0.0208746	0.0219863	0.0450949	0.0939209	0.155067	0	0.114964	0.158571	0.1635704	0.5552236	0	0.0798116	0.508199	1.021164802	0
P2RX3	0	0.223908	0	0	0.228147	0.246251	0.184688	0	0	0	0	0	0.383317	0	0	0	0	0	0.369968	0.408293	0.818241	0.173664	0	0	0.425368	0	0.143884	0	0	0	0	0	0
CLIC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLLN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC442132	1.0794	2.73606	2.78346	2.031	1.22311	3.52249	4.08635	1.17614	3.0846	2.2263	3.48837	2.60068	3.57785	2.67846	2.67994	2.84841	2.3202	1.04131	3.17529	1.39857	1.59624	3.0408	3.28391	3.14462	3.28291	6.18164	1.35984	2.68507	2.03212	1.89545	2.48296	0.769116	0.761569
COX6B1	0	1.96857	1.79702	1.9282833	3.4008617	0.874297	2.46583	0.9079515	0.715835	0.948599	2.6828702	0.855866	5.713586	0.823577	1.896206	0.962521	1.6157936	0.19715262	0	0	0.362277	2.06961913	1.591914	0.828149	0.612699	0.642053	0	2.2318757	0.8329111	0.4762636	0	0.5386984	2.272386
ANK2	0.618913	1.369367	1.26545	1.033551	1.01899	0.500974	0.867978	1.103647	0.823564	1.03821	0.593172	1.46329	1.09667	0.670509	1.10115	0.736996	0.679206	0.10793	0.583537	0.589644	0.699866	0.859279	0.427752	0.327604	1.11524	1.43973	0.349103	0.70637	0.308635	1.231566	0.400564	0.1426658	0.591244
PRSS3	0.290955	0	0	0	0.17004	0	0.544912	1.438927	0.150695	0.307984	0	0	0	0	0	0	0	0	0	0	0	0	1.18962	0	0	0	0	0	0	0	0.147807	0.110882	2.60985
KRT27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFT46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMTN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP26B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETV4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP9B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00173	0.429837	0.117508	0.0538141	0	0	0	0	0	0.0531383	0	0.249478	0	0.202509	0.149669	0.0536596	0	0	0	0	0.107365	0	0.183198	0.0466609	0	0.61538	0	0.0765406	0	0	0.115209	0.103991	0	0
